numero_item,descricao,tipo,marca,modelo,quantidade,unidade,valor_unitario,valor_total,fornecedor,cnpj_fornecedor,especificacoes,observacoes,raw_descricao
218,TOXOPLASMOSE ELISA IGG,produto,exames,laboratorio,80.0,UN,6.56,524.8,,,"['Marca: exames', 'Modelo: laboratorio']",,"Quantidade: 80                           | Val. Ref.: 11,19                         | Valor Unit.: 6,56                        | Total Item: 524,80                       |
Item: 218                                | Unidade: UN                              | Marca: exames                            | Modelo: laboratorio                      |                                          |
Descrição: TOXOPLASMOSE ELISA IGG        | Descrição: TOXOPLASMOSE ELISA IGG        | Descrição: TOXOPLASMOSE ELISA IGG        | Descrição: TOXOPLASMOSE ELISA IGG        | Descrição: TOXOPLASMOSE ELISA IGG        |"
219,TOXOPLASMOSE ELISA IGM,produto,exames,laboratorio,80.0,UN,6.83,546.4,,,"['Marca: exames', 'Modelo: laboratorio']",,"Quantidade: 80                           | Val. Ref.: 11,65                         | Valor Unit.: 6,83                        | Total Item: 546,40                       |
Item: 219                                | Unidade: UN                              | Marca: exames                            | Modelo: laboratorio                      |                                          |
Descrição: TOXOPLASMOSE ELISA IGM        | Descrição: TOXOPLASMOSE ELISA IGM        | Descrição: TOXOPLASMOSE ELISA IGM        | Descrição: TOXOPLASMOSE ELISA IGM        | Descrição: TOXOPLASMOSE ELISA IGM        |"
220,TRANSAMINASE OXALACETICA,produto,exames,laboratorio,620.0,UN,1.13,700.6,,,"['Marca: exames', 'Modelo: laboratorio']",,"Quantidade: 620                         | Val. Ref.: 1,92                                         | Valor Unit.: 1,13                                       | Total Item: 700,60                                      |
Item: 220                                               | Unidade: UN                                             | Marca: exames                                           |                                                         | Modelo: laboratorio                                     |
Descrição: TRANSAMINASE OXALACETICA                     | Descrição: TRANSAMINASE OXALACETICA                     | Descrição: TRANSAMINASE OXALACETICA                     | Descrição: TRANSAMINASE OXALACETICA                     | Descrição: TRANSAMINASE OXALACETICA                     |"
221,TRANSAMINASE PIRUVICA,produto,exames,laboratorio,620.0,UN,1.11,688.2,,,"['Marca: exames', 'Modelo: laboratorio']",,"Quantidade: 620                         | Val. Ref.: 1,90                                         | Valor Unit.: 1,11                                       |                                                         | Total Item: 688,20                                      |
Item: 221 Unidade: UN Marca: exames Modelo: laboratorio | Descrição: TRANSAMINASE PIRUVICA"
222,TRANSFERRINA,produto,exames,laboratorio,12.0,UN,2.41,28.92,,,"['Marca: exames', 'Modelo: laboratorio']",,"Quantidade: 12                                          | Val. Ref.:                                              | 4,11 Valor                                              | Unit.: 2,41                                             | Total Item: 28,92                                       |
Item: 222                                               | Unidade:                                      | Marca: exames                                           | Modelo: laboratorio                                     |                                                         |
Descrição: TRANSFERRINA                                 | Descrição: TRANSFERRINA                                 | Descrição: TRANSFERRINA                                 | Descrição: TRANSFERRINA                                 | Descrição: TRANSFERRINA                                 |"
223,TRANSGLUTAMINASE IGA,produto,exames,laboratorio,24.0,UN,22.68,544.32,,,"['Marca: exames', 'Modelo: laboratorio']",,"Quantidade: 24                                          | Val.                                                    | Ref.: 38,70 Valor                                       | Unit.: 22,68                                            | Total Item: 544,32                                      |
Item: 223                                               | Unidade: UN                                             | Marca: exames                                           | Modelo: laboratorio                                     |                                                         |
Descrição: TRANSGLUTAMINASE IGA                         | Descrição: TRANSGLUTAMINASE IGA                         | Descrição: TRANSGLUTAMINASE IGA                         | Descrição: TRANSGLUTAMINASE IGA                         | Descrição: TRANSGLUTAMINASE IGA                         |"
224,TRANSGLUTAMINASE IGG,produto,exames,laboratorio,2.0,UN,14.49,28.98,,,[],,Descrição: TRANSGLUTAMINASE IGG
225,TRIGLICÉRIDES,produto,exames,laboratorio,1000.0,UN,1.9,1900.0,,,[],,Descrição: TRIGLICÉRIDES
226,TRIIODOTIRONINA,produto,exames,laboratorio,12.0,UN,4.11,49.32,,,[],,Descrição: TRIIODOTIRONINA
227,UREIA....,produto,exames,laboratorio,600.0,UN,1.08,648.0,,,[],,Descrição: UREIA....
228,URINA TIPO 1,produto,exames,laboratorio,1165.0,UN,4.54,5289.1,,,[],,Descrição: URINA TIPO 1
229,UROCULTURA,produto,exames,laboratorio,380.0,UN,11.19,4252.2,,,[],,Descrição: UROCULTURA
230,VDRL,produto,exames,laboratorio,170.0,UN,1.69,287.3,,,[],,Descrição: VDRL
231,VELOC. DE HEMOSSEDIMENTACAO,produto,exames,laboratorio,30.0,UN,2.45,73.5,,,[],,Descrição: VELOC. DE HEMOSSEDIMENTACAO
233,VITAMINA A,produto,exames,laboratorio,12.0,UN,10.2,122.4,,,[],,Descrição: VITAMINA A
234,VITAMINA B1,produto,exames,laboratorio,,UN,,898.44,,,[],,Descrição: VITAMINA B1
235,VITAMINA B6,produto,exames,laboratorio,12.0,UN,,134.76,,,[],,Descrição: VITAMINA B6
237,VITAMINA C (ÁCIDO ASCÓRBICO),produto,exames,laboratorio,12.0,UN,11.23,134.76,,,[],,Descrição: VITAMINA C (ÁCIDO ASCÓRBICO)
238,VITAMINA D 25.,produto,exames,laboratorio,250.0,UN,8.76,2190.0,,,[],,Descrição: VITAMINA D 25.
239,VITAMINA E (EXAME),produto,exames,laboratorio,20.0,UN,48.89,977.8,,,[],,Descrição: VITAMINA E (EXAME)
240,WAALER-ROSE,produto,exames,laboratorio,20.0,UN,101.58,2031.6,,,[],,Descrição: WAALER-ROSE
241,ZINCO,produto,exames,,60.0,UN,9.11,546.6,,,[],,"Descrição: ZINCO Quantidade: 60\nVal. Ref.: 15,54\nUnit.: 9,11\nTotal 546,60"
